-1.2924982684126007e-07,0.9982880353927612,-1.2924982684126007e-07,-1.0025556087493896,-1.2924982684126007e-07,-0.002079249592497945
-8.020218160709192e-07,0.9609788656234741,-8.020218160709192e-07,-1.0407390594482422,-8.020218160709192e-07,-0.03983241692185402
-1.693673402769491e-05,0.5348362326622009,-1.693673402769491e-05,-1.4674609899520874,-1.693673402769491e-05,-0.4662560522556305
-0.00037036521825939417,-0.6072152853012085,-0.00037036521825939417,-2.6096386909484863,-0.00037036521825939417,-1.6083691120147705
-0.008032307028770447,-1.9971007108688354,-0.008032307028770447,-3.999542713165283,-0.008032307028770447,-2.9982593059539795
-0.14566104114055634,-3.437645673751831,-0.14566104114055634,-5.440087795257568,-0.14566104114055634,-4.4388017654418945
-0.9451074004173279,-4.889352798461914,-0.9451074004173279,-6.891791343688965,-0.9451074004173279,-5.890509605407715
-2.25148606300354,-6.343627452850342,-2.25148606300354,-8.346057891845703,-2.25148606300354,-7.344778060913086
-3.6746318340301514,-7.798498153686523,-3.6746318340301514,-9.80092716217041,-3.6746318340301514,-8.799647331237793
-5.122395038604736,-9.253504753112793,-5.122395038604736,-11.255932807922363,-5.122395038604736,-10.254652976989746
