-2.816427695506718e-07,0.9983282685279846,-2.816427695506718e-07,-1.0024678707122803,-2.816427695506718e-07,-0.0020223320461809635
-6.016847692080773e-06,0.9637660384178162,-6.016847692080773e-06,-1.037890076637268,-6.016847692080773e-06,-0.03701699152588844
-0.00012703670654445887,0.564186155796051,-0.00012703670654445887,-1.4380673170089722,-0.00012703670654445887,-0.43689531087875366
-0.0026576300151646137,-0.5571717619895935,-0.0026576300151646137,-2.5595664978027344,-0.0026576300151646137,-1.5583244562149048
-0.05218549817800522,-1.9425926208496094,-0.05218549817800522,-3.945009231567383,-0.05218549817800522,-2.943756341934204
-0.5430821180343628,-3.382176399230957,-0.5430821180343628,-5.384600639343262,-0.5430821180343628,-4.3833441734313965
-1.7226465940475464,-4.833664894104004,-1.7226465940475464,-6.836091041564941,-1.7226465940475464,-5.83483362197876
-3.1201589107513428,-6.287888050079346,-3.1201589107513428,-8.290311813354492,-3.1201589107513428,-7.289056777954102
-4.562336444854736,-7.7427473068237305,-4.562336444854736,-9.74516773223877,-4.562336444854736,-8.743912696838379
-6.014415740966797,-9.197759628295898,-6.014415740966797,-11.200182914733887,-6.014415740966797,-10.198927879333496
0.003435290651395917,1.0035706758499146,0.003435398917645216,-0.9970954060554504,-0.0069916644133627415,-0.012699523009359837
0.0027353493496775627,0.9686727523803711,0.0027356394566595554,-1.0328510999679565,-0.007706737145781517,-0.0480228066444397
-0.011645001359283924,0.5667879581451416,-0.011644508689641953,-1.4353299140930176,-0.02210216410458088,-0.4502002000808716
-0.23097163438796997,-0.5562306642532349,-0.23097091913223267,-2.5584895610809326,-0.2414412498474121,-1.5732871294021606
-1.1708470582962036,-1.9420011043548584,-1.1708463430404663,-3.9442832469940186,-1.1813207864761353,-2.9590671062469482
-2.515000343322754,-3.381662130355835,-2.5149996280670166,-5.383947849273682,-2.5254745483398438,-4.398730754852295
-3.9459359645843506,-4.833166599273682,-3.9459352493286133,-6.835453033447266,-3.9564101696014404,-5.850235462188721
-5.3954691886901855,-6.287394046783447,-5.3954691886901855,-8.289679527282715,-5.405943393707275,-7.304462909698486
-6.849238395690918,-7.74225378036499,-6.849238395690918,-9.744535446166992,-6.859713554382324,-8.759318351745605
-8.303995132446289,-9.197266578674316,-8.303995132446289,-11.19955062866211,-8.314469337463379,-10.214334487915039
0.006869262550026178,1.008749008178711,0.006869720295071602,-0.9915469884872437,-0.013981465250253677,-0.023318935185670853
0.005463203880935907,0.9745186567306519,0.005464543122798204,-1.0266447067260742,-0.01541784405708313,-0.05796753987669945
-0.022861797362565994,0.5772966742515564,-0.02285960130393505,-1.4244643449783325,-0.043772511184215546,-0.45547908544540405
