0,2.0810975911444984e-06,2.0139873413427267e-07,2.282496325278771e-06
1,1.949659008460003e-06,2.256128368571808e-07,2.1752719021606026e-06
2,1.9416463601373835e-06,2.2223035500701371e-07,2.163876615668414e-06
3,2.1558937532972777e-06,2.4707833290449344e-07,2.402972086201771e-06
4,2.0832069367315853e-06,2.699475771805737e-07,2.353154513912159e-06
5,2.1665166514139855e-06,2.0518335475117055e-07,2.371700020376011e-06
6,2.040716253759456e-06,2.0914917797654198e-07,2.249865474368562e-06
7,2.0837496776948683e-06,2.718024063597113e-07,2.355552169319708e-06
8,2.043638914983603e-06,2.19421181668622e-07,2.263060196128208e-06
9,1.9041381165152416e-06,2.517392942991137e-07,2.155877382392646e-06
10,2.135628164978698e-06,2.840278909843619e-07,2.419656084384769e-06
11,2.0445686459424905e-06,2.3549945638023928e-07,2.280068201798713e-06
12,1.9813385279121576e-06,2.597328148112865e-07,2.241071342723444e-06
13,1.973314056158415e-06,2.132537275656432e-07,2.1865678263566224e-06
14,1.8023937400357681e-06,2.491001680482441e-07,2.0514939933491405e-06
15,1.8693966694627306e-06,2.8317671763034014e-07,2.15257341551478e-06
16,2.07429093279643e-06,2.004294543667129e-07,2.274720372952288e-06
17,1.7938250493898522e-06,3.203714129540458e-07,2.1141963770787697e-06
18,1.904273972286319e-06,2.1898598845382367e-07,2.123259946529288e-06
19,1.8474075886842911e-06,2.729087498209992e-07,2.1203163669269998e-06
20,2.0206759927532403e-06,2.0525355637346365e-07,2.2259296201809775e-06
21,1.9928295387217076e-06,2.6619147774908924e-07,2.2590211301576346e-06
22,1.9403578335186467e-06,2.1540819261645083e-07,2.1557659692916786e-06
23,1.8444305851517129e-06,2.316416356507034e-07,2.076072178169852e-06
24,1.8355671045355848e-06,2.7941368330175465e-07,2.114980816259049e-06
25,1.9293854620627826e-06,2.1157343610411772e-07,2.1409589407994645e-06
26,2.0796653643628815e-06,2.3210041888432897e-07,2.3117656837712275e-06
27,1.7589972003406729e-06,2.762015753887681e-07,2.0351988041511504e-06
28,2.0476397821767023e-06,2.445188158617384e-07,2.2921585696167313e-06
29,1.9513220195221948e-06,2.743056768395036e-07,2.225627667939989e-06
30,1.8747836065813317e-06,2.240507797068858e-07,2.0988343294447986e-06
31,1.9324809272802668e-06,2.2456134729509358e-07,2.1570422177319415e-06
32,1.9269116364739602e-06,2.603264022127405e-07,2.187238123951829e-06
33,1.994073272726382e-06,2.6227539251522103e-07,2.256348579976475e-06
34,1.855090545177518e-06,2.2199712645942782e-07,2.0770876290043816e-06
35,1.8244005559608922e-06,2.2017700018750475e-07,2.044577513515833e-06
36,1.8721563037615851e-06,2.0448779025628028e-07,2.076644022963592e-06
37,1.622383365429414e-06,2.3820098249416333e-07,1.8605843479235773e-06
38,1.8260565184391453e-06,2.295538621410742e-07,2.0556103663693648e-06
39,1.940975153047475e-06,2.2446617720106588e-07,2.1654414013028145e-06
40,1.8692626326810569e-06,2.3515214309099974e-07,2.104414761561202e-06
41,1.7912407201947644e-06,2.1724319765326072e-07,2.0084839889022987e-06
42,1.960626832442358e-06,2.2607908078953187e-07,2.1867058421776164e-06
43,1.9993115074612433e-06,2.201662141487759e-07,2.2194776647666004e-06
44,1.956620280907373e-06,1.916538394652889e-07,2.1482742340594996e-06
45,1.9761748717428418e-06,2.2781659936299548e-07,2.2039914711058373e-06
46,1.8776712522594607e-06,2.578266560249176e-07,2.135497879862669e-06
47,1.85539431640791e-06,1.9352550850726402e-07,2.0489198959694477e-06
48,1.6912676983338315e-06,2.1189866572512983e-07,1.9031663214263972e-06
49,1.8641554788700887e-06,2.469764979196043e-07,2.1111320620548213e-06
50,1.8258120917380438e-06,2.5072395715142193e-07,2.0765360204677563e-06
51,1.6779863472038414e-06,2.0269537515105185e-07,1.8806816797223291e-06
