0,1.9482858988340013e-06,2.4960641553661844e-07,2.197892399635748e-06
1,0.0006394957890734076,1.4623518609369057e-06,0.0006409581401385367
2,0.11149542778730392,3.649012796813622e-06,0.11149907857179642
3,1.8770112991333008,5.429491011454957e-06,1.8770167827606201
4,7.481977462768555,5.278493063087808e-06,7.481982707977295
5,17.390748977661133,4.559467470244272e-06,17.3907527923584
6,31.589040756225586,4.0464406083629e-06,31.58904457092285
7,50.04405212402344,3.930719685740769e-06,50.0440559387207
8,72.74091339111328,4.249182893545367e-06,72.74092102050781
9,99.67455291748047,5.008706921216799e-06,99.674560546875
10,130.84266662597656,6.2094550230540335e-06,130.84266662597656
11,166.24497985839844,7.850566362321842e-06,166.2449951171875
12,205.88145446777344,9.930331543728244e-06,205.8814697265625
13,249.75254821777344,1.2448665984265972e-05,249.7525634765625
14,297.8597717285156,1.5404459190904163e-05,297.85980224609375
15,350.2025451660156,1.8795997675624676e-05,350.20257568359375
16,406.7800598144531,2.2623202312388457e-05,406.78009033203125
17,467.5923767089844,2.6883835744229145e-05,467.5924072265625
18,532.6393432617188,3.157760147587396e-05,532.639404296875
19,601.9210815429688,3.670387377496809e-05,601.921142578125
20,675.4374389648438,4.226023520459421e-05,675.4375
21,753.1886596679688,4.8248428356600925e-05,753.188720703125
22,835.1744995117188,5.4665764764649794e-05,835.174560546875
23,921.3950805664062,6.15103417658247e-05,921.3951416015625
24,1011.8485717773438,6.878350541228428e-05,1011.8486328125
25,1106.5294189453125,7.648226892342791e-05,1106.529541015625
26,1205.4405517578125,8.460669778287411e-05,1205.440673828125
27,1308.585205078125,9.31575195863843e-05,1308.5853271484375
28,1415.9635009765625,0.00010213163477601483,1415.963623046875
29,1527.5755615234375,0.0001115273917093873,1527.57568359375
30,1643.4208984375,0.00012134679855080321,1643.4210205078125
31,1763.5001220703125,0.00013158774527255446,1763.500244140625
32,1887.81298828125,0.00014224777987692505,1887.8131103515625
33,2016.359375,0.00015332861221395433,2016.3594970703125
34,2149.139404296875,0.00016482586215715855,2149.1396484375
35,2286.153076171875,0.0001767401263350621,2286.1533203125
36,2427.400146484375,0.00018907332560047507,2427.400390625
37,2572.881103515625,0.0002018207887886092,2572.88134765625
38,2722.595458984375,0.00021498306887224317,2722.595703125
39,2876.543701171875,0.00022856103896629065,2876.5439453125
40,3034.725341796875,0.00024255186144728214,3034.7255859375
41,3197.140625,0.00025695524527691305,3197.140869140625
42,3363.789794921875,0.0002717702300287783,3363.7900390625
43,3534.671875,0.0002869950549211353,3534.672119140625
44,3709.788330078125,0.00030263085500337183,3709.78857421875
45,3889.137939453125,0.0003186759422533214,3889.13818359375
46,4072.721923828125,0.00033512976369820535,4072.72216796875
47,4260.5390625,0.00035198908881284297,4260.53955078125
48,4452.58935546875,0.00036925679887644947,4452.58984375
49,4648.87353515625,0.00038693100214004517,4648.8740234375
50,1.720021259643545e-06,2.0996203886625153e-07,1.929983227455523e-06
51,0.0005648176302202046,1.2767862926921225e-06,0.0005660944152623415
52,0.10164296627044678,3.194574674125761e-06,0.10164616256952286
